parcel_id,vacancy_class,source_signal
121910018,developed,improvement_value_ge_20pct_land_value
121920012,developed,improvement_value_ge_20pct_land_value
121920013,developed,improvement_value_ge_20pct_land_value
121920014,developed,improvement_value_ge_20pct_land_value
121920015,developed,improvement_value_ge_20pct_land_value
121920016,developed,improvement_value_ge_20pct_land_value
121920017,developed,improvement_value_ge_20pct_land_value
121920018,developed,improvement_value_ge_20pct_land_value
121920019,developed,improvement_value_ge_20pct_land_value
121930118,developed,improvement_value_ge_20pct_land_value
121930119,developed,improvement_value_ge_20pct_land_value
121930120,developed,improvement_value_ge_20pct_land_value
121930121,developed,improvement_value_ge_20pct_land_value
121930122,developed,improvement_value_ge_20pct_land_value
121930123,developed,improvement_value_ge_20pct_land_value
121930124,developed,improvement_value_ge_20pct_land_value
121930125,developed,improvement_value_ge_20pct_land_value
121930126,developed,improvement_value_ge_20pct_land_value
121930127,developed,improvement_value_ge_20pct_land_value
121930128,developed,improvement_value_ge_20pct_land_value
121930129,developed,improvement_value_ge_20pct_land_value
121930130,developed,improvement_value_ge_20pct_land_value
121930132,developed,improvement_value_ge_20pct_land_value
121930133,developed,improvement_value_ge_20pct_land_value
121930134,developed,improvement_value_ge_20pct_land_value
121930135,developed,improvement_value_ge_20pct_land_value
121930136,developed,improvement_value_ge_20pct_land_value
121930137,developed,improvement_value_ge_20pct_land_value
121930138,developed,improvement_value_ge_20pct_land_value
121930139,developed,improvement_value_ge_20pct_land_value
121930140,developed,improvement_value_ge_20pct_land_value
121930141,developed,improvement_value_ge_20pct_land_value
121930142,developed,improvement_value_ge_20pct_land_value
121930143,developed,improvement_value_ge_20pct_land_value
121930144,developed,improvement_value_ge_20pct_land_value
121930145,vacant,improvement_value_zero_or_null
121950016,developed,improvement_value_ge_20pct_land_value
121950017,developed,improvement_value_ge_20pct_land_value
121950018,developed,improvement_value_ge_20pct_land_value
121950021,developed,improvement_value_ge_20pct_land_value
121950022,developed,improvement_value_ge_20pct_land_value
121950023,developed,improvement_value_ge_20pct_land_value
121950026,developed,improvement_value_ge_20pct_land_value
121950027,developed,improvement_value_ge_20pct_land_value
121960001,developed,improvement_value_ge_20pct_land_value
121960002,developed,improvement_value_ge_20pct_land_value
121960003,developed,improvement_value_ge_20pct_land_value
121960004,developed,improvement_value_ge_20pct_land_value
121960005,developed,improvement_value_ge_20pct_land_value
121960006,developed,improvement_value_ge_20pct_land_value
121960007,developed,improvement_value_ge_20pct_land_value
121960008,developed,improvement_value_ge_20pct_land_value
121960009,developed,improvement_value_ge_20pct_land_value
121960010,developed,improvement_value_ge_20pct_land_value
121960011,developed,improvement_value_ge_20pct_land_value
121960012,vacant,improvement_value_zero_or_null
121970051,developed,improvement_value_ge_20pct_land_value
121970052,developed,improvement_value_ge_20pct_land_value
121970053,developed,improvement_value_ge_20pct_land_value
121970054,developed,improvement_value_ge_20pct_land_value
121970055,developed,improvement_value_ge_20pct_land_value
121970056,developed,improvement_value_ge_20pct_land_value
121970057,developed,improvement_value_ge_20pct_land_value
121970058,developed,improvement_value_ge_20pct_land_value
121970059,developed,improvement_value_ge_20pct_land_value
121970060,developed,improvement_value_ge_20pct_land_value
121970061,developed,improvement_value_ge_20pct_land_value
121970062,developed,improvement_value_ge_20pct_land_value
121970063,developed,improvement_value_ge_20pct_land_value
121970064,developed,improvement_value_ge_20pct_land_value
121970065,developed,improvement_value_ge_20pct_land_value
121970066,developed,improvement_value_ge_20pct_land_value
121970067,developed,improvement_value_ge_20pct_land_value
121970068,developed,improvement_value_ge_20pct_land_value
121970069,developed,improvement_value_ge_20pct_land_value
121970070,developed,improvement_value_ge_20pct_land_value
121970071,developed,improvement_value_ge_20pct_land_value
121970072,developed,improvement_value_ge_20pct_land_value
121970073,developed,improvement_value_ge_20pct_land_value
121970074,developed,improvement_value_ge_20pct_land_value
121970075,developed,improvement_value_ge_20pct_land_value
121970076,developed,improvement_value_ge_20pct_land_value
121970077,developed,improvement_value_ge_20pct_land_value
121970078,developed,improvement_value_ge_20pct_land_value
121970079,developed,improvement_value_ge_20pct_land_value
121970080,developed,improvement_value_ge_20pct_land_value
121990101,developed,improvement_value_ge_20pct_land_value
121990102,developed,improvement_value_ge_20pct_land_value
121990103,developed,improvement_value_ge_20pct_land_value
121990104,developed,improvement_value_ge_20pct_land_value
121990105,developed,improvement_value_ge_20pct_land_value
121990106,developed,improvement_value_ge_20pct_land_value
121990107,developed,improvement_value_ge_20pct_land_value
121990108,developed,improvement_value_ge_20pct_land_value
121990109,developed,improvement_value_ge_20pct_land_value
121990110,developed,improvement_value_ge_20pct_land_value
121990111,developed,improvement_value_ge_20pct_land_value
121990112,developed,improvement_value_ge_20pct_land_value
121990113,developed,improvement_value_ge_20pct_land_value
121990114,developed,improvement_value_ge_20pct_land_value
121990115,developed,improvement_value_ge_20pct_land_value
121990116,developed,improvement_value_ge_20pct_land_value
121990117,developed,improvement_value_ge_20pct_land_value
121990118,developed,improvement_value_ge_20pct_land_value
121990119,developed,improvement_value_ge_20pct_land_value
121990120,developed,improvement_value_ge_20pct_land_value
121990121,developed,improvement_value_ge_20pct_land_value
122000144,developed,improvement_value_ge_20pct_land_value
122000145,developed,improvement_value_ge_20pct_land_value
122000146,developed,improvement_value_ge_20pct_land_value
122000147,developed,improvement_value_ge_20pct_land_value
122000148,developed,improvement_value_ge_20pct_land_value
122000149,developed,improvement_value_ge_20pct_land_value
122000150,developed,improvement_value_ge_20pct_land_value
122000151,developed,improvement_value_ge_20pct_land_value
122000152,developed,improvement_value_ge_20pct_land_value
122000153,developed,improvement_value_ge_20pct_land_value
122000154,developed,improvement_value_ge_20pct_land_value
122000155,developed,improvement_value_ge_20pct_land_value
122000156,developed,improvement_value_ge_20pct_land_value
122000157,developed,improvement_value_ge_20pct_land_value
122000158,developed,improvement_value_ge_20pct_land_value
122000159,developed,improvement_value_ge_20pct_land_value
122000160,developed,improvement_value_ge_20pct_land_value
122000161,developed,improvement_value_ge_20pct_land_value
122000162,developed,improvement_value_ge_20pct_land_value
122000163,developed,improvement_value_ge_20pct_land_value
122000164,developed,improvement_value_ge_20pct_land_value
122000165,developed,improvement_value_ge_20pct_land_value
122000166,developed,improvement_value_ge_20pct_land_value
122000167,developed,improvement_value_ge_20pct_land_value
122000168,developed,improvement_value_ge_20pct_land_value
122000169,developed,improvement_value_ge_20pct_land_value
122000170,developed,improvement_value_ge_20pct_land_value
122000171,developed,improvement_value_ge_20pct_land_value
122000172,developed,improvement_value_ge_20pct_land_value
122000173,developed,improvement_value_ge_20pct_land_value
122000174,developed,improvement_value_ge_20pct_land_value
122000175,developed,improvement_value_ge_20pct_land_value
122010001,developed,improvement_value_ge_20pct_land_value
122020019,developed,improvement_value_ge_20pct_land_value
122020020,developed,improvement_value_ge_20pct_land_value
122030019,developed,improvement_value_ge_20pct_land_value
122030020,developed,improvement_value_ge_20pct_land_value
122030021,developed,improvement_value_ge_20pct_land_value
122030022,developed,improvement_value_ge_20pct_land_value
122030023,developed,improvement_value_ge_20pct_land_value
122030024,developed,improvement_value_ge_20pct_land_value
122030025,developed,improvement_value_ge_20pct_land_value
122030026,developed,improvement_value_ge_20pct_land_value
122030027,developed,improvement_value_ge_20pct_land_value
122030028,developed,improvement_value_ge_20pct_land_value
122030029,developed,improvement_value_ge_20pct_land_value
122030030,developed,improvement_value_ge_20pct_land_value
122030031,developed,improvement_value_ge_20pct_land_value
122030032,developed,improvement_value_ge_20pct_land_value
122030034,developed,improvement_value_ge_20pct_land_value
122030035,developed,improvement_value_ge_20pct_land_value
122030036,developed,improvement_value_ge_20pct_land_value
122040017,developed,improvement_value_ge_20pct_land_value
122040018,developed,improvement_value_ge_20pct_land_value
122040019,developed,improvement_value_ge_20pct_land_value
122040020,developed,improvement_value_ge_20pct_land_value
122040021,developed,improvement_value_ge_20pct_land_value
122040022,developed,improvement_value_ge_20pct_land_value
122040023,developed,improvement_value_ge_20pct_land_value
122040024,developed,improvement_value_ge_20pct_land_value
122040025,developed,improvement_value_ge_20pct_land_value
122040026,developed,improvement_value_ge_20pct_land_value
122040027,developed,improvement_value_ge_20pct_land_value
122040028,developed,improvement_value_ge_20pct_land_value
122040029,developed,improvement_value_ge_20pct_land_value
122050001,developed,improvement_value_ge_20pct_land_value
122050002,developed,improvement_value_ge_20pct_land_value
122050003,developed,improvement_value_ge_20pct_land_value
122050004,developed,improvement_value_ge_20pct_land_value
122050005,developed,improvement_value_ge_20pct_land_value
122050006,developed,improvement_value_ge_20pct_land_value
122050011,developed,improvement_value_ge_20pct_land_value
122050012,developed,improvement_value_ge_20pct_land_value
122050013,developed,improvement_value_ge_20pct_land_value
122050014,developed,improvement_value_ge_20pct_land_value
122050015,developed,improvement_value_ge_20pct_land_value
122050016,developed,improvement_value_ge_20pct_land_value
122050017,developed,improvement_value_ge_20pct_land_value
122050018,developed,improvement_value_ge_20pct_land_value
122050019,developed,improvement_value_ge_20pct_land_value
122050020,developed,improvement_value_ge_20pct_land_value
122050021,developed,improvement_value_ge_20pct_land_value
122050022,vacant,improvement_value_zero_or_null
122050023,vacant,improvement_value_zero_or_null
122050024,vacant,improvement_value_zero_or_null
122050025,vacant,improvement_value_zero_or_null
122050026,vacant,improvement_value_zero_or_null
122050027,vacant,improvement_value_zero_or_null
122050028,vacant,improvement_value_zero_or_null
122050029,vacant,improvement_value_zero_or_null
122060201,developed,improvement_value_ge_20pct_land_value
122060202,developed,improvement_value_ge_20pct_land_value
122060203,developed,improvement_value_ge_20pct_land_value
122060204,developed,improvement_value_ge_20pct_land_value
122060205,developed,improvement_value_ge_20pct_land_value
122060206,developed,improvement_value_ge_20pct_land_value
122060207,developed,improvement_value_ge_20pct_land_value
122060208,developed,improvement_value_ge_20pct_land_value
122060209,developed,improvement_value_ge_20pct_land_value
122060210,developed,improvement_value_ge_20pct_land_value
122060211,developed,improvement_value_ge_20pct_land_value
122060212,developed,improvement_value_ge_20pct_land_value
122060213,developed,improvement_value_ge_20pct_land_value
122060214,developed,improvement_value_ge_20pct_land_value
122060215,developed,improvement_value_ge_20pct_land_value
122060216,developed,improvement_value_ge_20pct_land_value
122070301,developed,improvement_value_ge_20pct_land_value
122070302,developed,improvement_value_ge_20pct_land_value
122070303,developed,improvement_value_ge_20pct_land_value
122070304,developed,improvement_value_ge_20pct_land_value
122070305,developed,improvement_value_ge_20pct_land_value
122070306,developed,improvement_value_ge_20pct_land_value
122070307,developed,improvement_value_ge_20pct_land_value
122070308,developed,improvement_value_ge_20pct_land_value
122070309,developed,improvement_value_ge_20pct_land_value
122070310,developed,improvement_value_ge_20pct_land_value
122070311,developed,improvement_value_ge_20pct_land_value
122070312,developed,improvement_value_ge_20pct_land_value
122070313,developed,improvement_value_ge_20pct_land_value
122070314,developed,improvement_value_ge_20pct_land_value
122070315,developed,improvement_value_ge_20pct_land_value
122080027,developed,improvement_value_ge_20pct_land_value
122080028,developed,improvement_value_ge_20pct_land_value
122080029,developed,improvement_value_ge_20pct_land_value
122080030,developed,improvement_value_ge_20pct_land_value
122080031,developed,improvement_value_ge_20pct_land_value
122080032,developed,improvement_value_ge_20pct_land_value
122080033,developed,improvement_value_ge_20pct_land_value
122080034,developed,improvement_value_ge_20pct_land_value
122080035,developed,improvement_value_ge_20pct_land_value
122080036,developed,improvement_value_ge_20pct_land_value
122080037,developed,improvement_value_ge_20pct_land_value
122080038,developed,improvement_value_ge_20pct_land_value
122080039,developed,improvement_value_ge_20pct_land_value
122080040,developed,improvement_value_ge_20pct_land_value
122080041,developed,improvement_value_ge_20pct_land_value
122080042,developed,improvement_value_ge_20pct_land_value
122080043,developed,improvement_value_ge_20pct_land_value
122080044,developed,improvement_value_ge_20pct_land_value
122080045,developed,improvement_value_ge_20pct_land_value
122080046,developed,improvement_value_ge_20pct_land_value
122080047,developed,improvement_value_ge_20pct_land_value
122080048,developed,improvement_value_ge_20pct_land_value
122080049,developed,improvement_value_ge_20pct_land_value
122080050,developed,improvement_value_ge_20pct_land_value
122080051,developed,improvement_value_ge_20pct_land_value
122080052,developed,improvement_value_ge_20pct_land_value
122080053,developed,improvement_value_ge_20pct_land_value
122080054,developed,improvement_value_ge_20pct_land_value
122080055,developed,improvement_value_ge_20pct_land_value
122080056,developed,improvement_value_ge_20pct_land_value
122080057,developed,improvement_value_ge_20pct_land_value
122080058,developed,improvement_value_ge_20pct_land_value
122080059,developed,improvement_value_ge_20pct_land_value
122080060,developed,improvement_value_ge_20pct_land_value
122080061,developed,improvement_value_ge_20pct_land_value
122091101,developed,improvement_value_ge_20pct_land_value
122091102,developed,improvement_value_ge_20pct_land_value
122100001,developed,improvement_value_ge_20pct_land_value
122100002,developed,improvement_value_ge_20pct_land_value
122100003,developed,improvement_value_ge_20pct_land_value
122100004,developed,improvement_value_ge_20pct_land_value
122100005,developed,improvement_value_ge_20pct_land_value
122100006,developed,improvement_value_ge_20pct_land_value
122100007,developed,improvement_value_ge_20pct_land_value
122100008,developed,improvement_value_ge_20pct_land_value
122100009,developed,improvement_value_ge_20pct_land_value
122100010,developed,improvement_value_ge_20pct_land_value
122100011,developed,improvement_value_ge_20pct_land_value
122100012,developed,improvement_value_ge_20pct_land_value
122100013,developed,improvement_value_ge_20pct_land_value
122100014,developed,improvement_value_ge_20pct_land_value
122100015,developed,improvement_value_ge_20pct_land_value
122110069,developed,improvement_value_ge_20pct_land_value
122110070,developed,improvement_value_ge_20pct_land_value
122110071,developed,improvement_value_ge_20pct_land_value
122110072,developed,improvement_value_ge_20pct_land_value
122110073,developed,improvement_value_ge_20pct_land_value
122110074,developed,improvement_value_ge_20pct_land_value
122110075,developed,improvement_value_ge_20pct_land_value
122110076,developed,improvement_value_ge_20pct_land_value
122110077,developed,improvement_value_ge_20pct_land_value
122110078,developed,improvement_value_ge_20pct_land_value
122110079,developed,improvement_value_ge_20pct_land_value
122110080,developed,improvement_value_ge_20pct_land_value
122110081,developed,improvement_value_ge_20pct_land_value
122110082,developed,improvement_value_ge_20pct_land_value
122110083,developed,improvement_value_ge_20pct_land_value
122110084,developed,improvement_value_ge_20pct_land_value
122120081,developed,improvement_value_ge_20pct_land_value
122120082,developed,improvement_value_ge_20pct_land_value
122120083,developed,improvement_value_ge_20pct_land_value
122120084,developed,improvement_value_ge_20pct_land_value
122120085,developed,improvement_value_ge_20pct_land_value
122120086,developed,improvement_value_ge_20pct_land_value
122120087,developed,improvement_value_ge_20pct_land_value
122120088,developed,improvement_value_ge_20pct_land_value
122120089,developed,improvement_value_ge_20pct_land_value
122120090,developed,improvement_value_ge_20pct_land_value
122120091,developed,improvement_value_ge_20pct_land_value
122120092,developed,improvement_value_ge_20pct_land_value
122120093,developed,improvement_value_ge_20pct_land_value
122120094,developed,improvement_value_ge_20pct_land_value
122120095,developed,improvement_value_ge_20pct_land_value
122120096,developed,improvement_value_ge_20pct_land_value
122120097,developed,improvement_value_ge_20pct_land_value
122120098,developed,improvement_value_ge_20pct_land_value
122120099,developed,improvement_value_ge_20pct_land_value
122120100,developed,improvement_value_ge_20pct_land_value
122120101,developed,improvement_value_ge_20pct_land_value
122120102,developed,improvement_value_ge_20pct_land_value
122120103,developed,improvement_value_ge_20pct_land_value
122120104,developed,improvement_value_ge_20pct_land_value
122130105,developed,improvement_value_ge_20pct_land_value
122130106,developed,improvement_value_ge_20pct_land_value
122130107,developed,improvement_value_ge_20pct_land_value
122130108,developed,improvement_value_ge_20pct_land_value
122130109,developed,improvement_value_ge_20pct_land_value
122130110,developed,improvement_value_ge_20pct_land_value
122130111,developed,improvement_value_ge_20pct_land_value
122130112,developed,improvement_value_ge_20pct_land_value
122130113,developed,improvement_value_ge_20pct_land_value
122130114,developed,improvement_value_ge_20pct_land_value
122130115,developed,improvement_value_ge_20pct_land_value
122130116,developed,improvement_value_ge_20pct_land_value
122130117,developed,improvement_value_ge_20pct_land_value
122130118,developed,improvement_value_ge_20pct_land_value
122130119,developed,improvement_value_ge_20pct_land_value
122130120,developed,improvement_value_ge_20pct_land_value
122130121,developed,improvement_value_ge_20pct_land_value
122130122,developed,improvement_value_ge_20pct_land_value
122140106,developed,improvement_value_ge_20pct_land_value
122140112,developed,improvement_value_ge_20pct_land_value
122150013,developed,improvement_value_ge_20pct_land_value
122150014,developed,improvement_value_ge_20pct_land_value
122150015,developed,improvement_value_ge_20pct_land_value
122150016,developed,improvement_value_ge_20pct_land_value
122150017,developed,improvement_value_ge_20pct_land_value
122150018,developed,improvement_value_ge_20pct_land_value
122150019,developed,improvement_value_ge_20pct_land_value
122150020,developed,improvement_value_ge_20pct_land_value
122150021,developed,improvement_value_ge_20pct_land_value
122150022,developed,improvement_value_ge_20pct_land_value
122150023,developed,improvement_value_ge_20pct_land_value
122150024,developed,improvement_value_ge_20pct_land_value
122150025,developed,improvement_value_ge_20pct_land_value
122150026,developed,improvement_value_ge_20pct_land_value
122150027,developed,improvement_value_ge_20pct_land_value
122150028,developed,improvement_value_ge_20pct_land_value
122150029,developed,improvement_value_ge_20pct_land_value
122150030,developed,improvement_value_ge_20pct_land_value
122150031,developed,improvement_value_ge_20pct_land_value
122150032,developed,improvement_value_ge_20pct_land_value
122150033,developed,improvement_value_ge_20pct_land_value
122150034,developed,improvement_value_ge_20pct_land_value
122150035,developed,improvement_value_ge_20pct_land_value
122160018,developed,improvement_value_ge_20pct_land_value
122160019,developed,improvement_value_ge_20pct_land_value
122160020,developed,improvement_value_ge_20pct_land_value
122160021,developed,improvement_value_ge_20pct_land_value
122160022,developed,improvement_value_ge_20pct_land_value
122160023,developed,improvement_value_ge_20pct_land_value
122160024,developed,improvement_value_ge_20pct_land_value
122160025,developed,improvement_value_ge_20pct_land_value
122160026,developed,improvement_value_ge_20pct_land_value
122160027,developed,improvement_value_ge_20pct_land_value
122170001,developed,improvement_value_ge_20pct_land_value
122170002,developed,improvement_value_ge_20pct_land_value
122170003,developed,improvement_value_ge_20pct_land_value
122170004,developed,improvement_value_ge_20pct_land_value
122170005,developed,improvement_value_ge_20pct_land_value
122170006,developed,improvement_value_ge_20pct_land_value
122170007,developed,improvement_value_ge_20pct_land_value
122170008,developed,improvement_value_ge_20pct_land_value
122170009,developed,improvement_value_ge_20pct_land_value
122170010,developed,improvement_value_ge_20pct_land_value
122170011,developed,improvement_value_ge_20pct_land_value
122170012,developed,improvement_value_ge_20pct_land_value
122170013,developed,improvement_value_ge_20pct_land_value
122180176,developed,improvement_value_ge_20pct_land_value
122180177,developed,improvement_value_ge_20pct_land_value
122180178,developed,improvement_value_ge_20pct_land_value
122180179,developed,improvement_value_ge_20pct_land_value
122180180,developed,improvement_value_ge_20pct_land_value
122180181,developed,improvement_value_ge_20pct_land_value
122180182,developed,improvement_value_ge_20pct_land_value
122180183,developed,improvement_value_ge_20pct_land_value
122180184,developed,improvement_value_ge_20pct_land_value
122180185,developed,improvement_value_ge_20pct_land_value
122180186,developed,improvement_value_ge_20pct_land_value
122180187,developed,improvement_value_ge_20pct_land_value
122180188,developed,improvement_value_ge_20pct_land_value
122180189,developed,improvement_value_ge_20pct_land_value
122180190,developed,improvement_value_ge_20pct_land_value
122180191,developed,improvement_value_ge_20pct_land_value
122180192,developed,improvement_value_ge_20pct_land_value
122180193,developed,improvement_value_ge_20pct_land_value
122180194,developed,improvement_value_ge_20pct_land_value
122180195,developed,improvement_value_ge_20pct_land_value
122180196,developed,improvement_value_ge_20pct_land_value
122180197,developed,improvement_value_ge_20pct_land_value
122180198,developed,improvement_value_ge_20pct_land_value
122180199,developed,improvement_value_ge_20pct_land_value
122180200,developed,improvement_value_ge_20pct_land_value
122180201,developed,improvement_value_ge_20pct_land_value
122180202,developed,improvement_value_ge_20pct_land_value
122180203,developed,improvement_value_ge_20pct_land_value
122180204,developed,improvement_value_ge_20pct_land_value
122180205,developed,improvement_value_ge_20pct_land_value
122180206,developed,improvement_value_ge_20pct_land_value
122180207,developed,improvement_value_ge_20pct_land_value
122180208,developed,improvement_value_ge_20pct_land_value
122180209,developed,improvement_value_ge_20pct_land_value
122180210,developed,improvement_value_ge_20pct_land_value
122190001,developed,improvement_value_ge_20pct_land_value
122190002,developed,improvement_value_ge_20pct_land_value
122190003,developed,improvement_value_ge_20pct_land_value
122190004,developed,improvement_value_ge_20pct_land_value
122190005,developed,improvement_value_ge_20pct_land_value
122190006,developed,improvement_value_ge_20pct_land_value
122190007,developed,improvement_value_ge_20pct_land_value
122190008,developed,improvement_value_ge_20pct_land_value
122190009,developed,improvement_value_ge_20pct_land_value
122190010,developed,improvement_value_ge_20pct_land_value
122190011,developed,improvement_value_ge_20pct_land_value
122190012,developed,improvement_value_ge_20pct_land_value
122190013,developed,improvement_value_ge_20pct_land_value
122190014,developed,improvement_value_ge_20pct_land_value
122190015,developed,improvement_value_ge_20pct_land_value
122190016,developed,improvement_value_ge_20pct_land_value
122190017,developed,improvement_value_ge_20pct_land_value
122190018,developed,improvement_value_ge_20pct_land_value
122190019,developed,improvement_value_ge_20pct_land_value
122190020,developed,improvement_value_ge_20pct_land_value
122190021,developed,improvement_value_ge_20pct_land_value
122190022,developed,improvement_value_ge_20pct_land_value
122190023,developed,improvement_value_ge_20pct_land_value
122190024,developed,improvement_value_ge_20pct_land_value
122190025,developed,improvement_value_ge_20pct_land_value
122190026,developed,improvement_value_ge_20pct_land_value
122190027,developed,improvement_value_ge_20pct_land_value
122190028,developed,improvement_value_ge_20pct_land_value
122190029,developed,improvement_value_ge_20pct_land_value
122190030,developed,improvement_value_ge_20pct_land_value
122190031,developed,improvement_value_ge_20pct_land_value
122190032,developed,improvement_value_ge_20pct_land_value
122200201,developed,improvement_value_ge_20pct_land_value
122200202,developed,improvement_value_ge_20pct_land_value
122200204,developed,improvement_value_ge_20pct_land_value
122200205,developed,improvement_value_ge_20pct_land_value
122200206,developed,improvement_value_ge_20pct_land_value
122200207,developed,improvement_value_ge_20pct_land_value
122200208,vacant,improvement_value_zero_or_null
122210028,developed,improvement_value_ge_20pct_land_value
122210029,developed,improvement_value_ge_20pct_land_value
122210030,developed,improvement_value_ge_20pct_land_value
122210031,developed,improvement_value_ge_20pct_land_value
122210032,developed,improvement_value_ge_20pct_land_value
122210033,developed,improvement_value_ge_20pct_land_value
122210034,developed,improvement_value_ge_20pct_land_value
122210035,developed,improvement_value_ge_20pct_land_value
122210036,developed,improvement_value_ge_20pct_land_value
122210037,developed,improvement_value_ge_20pct_land_value
122210038,developed,improvement_value_ge_20pct_land_value
122210039,developed,improvement_value_ge_20pct_land_value
122210040,developed,improvement_value_ge_20pct_land_value
122210041,developed,improvement_value_ge_20pct_land_value
122210042,developed,improvement_value_ge_20pct_land_value
122210043,developed,improvement_value_ge_20pct_land_value
122210044,developed,improvement_value_ge_20pct_land_value
122210045,developed,improvement_value_ge_20pct_land_value
122210046,developed,improvement_value_ge_20pct_land_value
122210047,developed,improvement_value_ge_20pct_land_value
122210048,developed,improvement_value_ge_20pct_land_value
122210049,developed,improvement_value_ge_20pct_land_value
122210050,developed,improvement_value_ge_20pct_land_value
122210051,developed,improvement_value_ge_20pct_land_value
122210052,developed,improvement_value_ge_20pct_land_value
122210053,developed,improvement_value_ge_20pct_land_value
122220001,developed,improvement_value_ge_20pct_land_value
122220002,developed,improvement_value_ge_20pct_land_value
122220003,developed,improvement_value_ge_20pct_land_value
122220004,developed,improvement_value_ge_20pct_land_value
122220005,developed,improvement_value_ge_20pct_land_value
122220006,developed,improvement_value_ge_20pct_land_value
122220007,developed,improvement_value_ge_20pct_land_value
122220008,developed,improvement_value_ge_20pct_land_value
122220009,developed,improvement_value_ge_20pct_land_value
122220010,developed,improvement_value_ge_20pct_land_value
122220011,developed,improvement_value_ge_20pct_land_value
122220012,developed,improvement_value_ge_20pct_land_value
122220013,developed,improvement_value_ge_20pct_land_value
122220014,developed,improvement_value_ge_20pct_land_value
122230401,developed,improvement_value_ge_20pct_land_value
122230402,developed,improvement_value_ge_20pct_land_value
122230403,developed,improvement_value_ge_20pct_land_value
122230404,developed,improvement_value_ge_20pct_land_value
122230405,developed,improvement_value_ge_20pct_land_value
122230406,developed,improvement_value_ge_20pct_land_value
122230407,developed,improvement_value_ge_20pct_land_value
122230408,developed,improvement_value_ge_20pct_land_value
122230410,developed,improvement_value_ge_20pct_land_value
122230411,developed,improvement_value_ge_20pct_land_value
122230412,developed,improvement_value_ge_20pct_land_value
122230413,developed,improvement_value_ge_20pct_land_value
122230414,developed,improvement_value_ge_20pct_land_value
122230415,developed,improvement_value_ge_20pct_land_value
122230416,developed,improvement_value_ge_20pct_land_value
122230417,developed,improvement_value_ge_20pct_land_value
122230418,developed,improvement_value_ge_20pct_land_value
122230419,developed,improvement_value_ge_20pct_land_value
122230420,developed,improvement_value_ge_20pct_land_value
122230421,vacant,improvement_value_zero_or_null
122230422,vacant,improvement_value_zero_or_null
122240501,developed,improvement_value_ge_20pct_land_value
122240502,developed,improvement_value_ge_20pct_land_value
122240503,developed,improvement_value_ge_20pct_land_value
122240504,developed,improvement_value_ge_20pct_land_value
122240505,developed,improvement_value_ge_20pct_land_value
122240506,developed,improvement_value_ge_20pct_land_value
122240507,developed,improvement_value_ge_20pct_land_value
122240508,developed,improvement_value_ge_20pct_land_value
122240509,developed,improvement_value_ge_20pct_land_value
122240510,developed,improvement_value_ge_20pct_land_value
122240511,developed,improvement_value_ge_20pct_land_value
122240512,developed,improvement_value_ge_20pct_land_value
122240513,developed,improvement_value_ge_20pct_land_value
122240514,developed,improvement_value_ge_20pct_land_value
122240515,developed,improvement_value_ge_20pct_land_value
122240516,developed,improvement_value_ge_20pct_land_value
122240517,developed,improvement_value_ge_20pct_land_value
122240518,developed,improvement_value_ge_20pct_land_value
122240519,developed,improvement_value_ge_20pct_land_value
122240520,developed,improvement_value_ge_20pct_land_value
122240521,developed,improvement_value_ge_20pct_land_value
122240522,developed,improvement_value_ge_20pct_land_value
122240523,developed,improvement_value_ge_20pct_land_value
122240524,developed,improvement_value_ge_20pct_land_value
122240525,developed,improvement_value_ge_20pct_land_value
122240526,developed,improvement_value_ge_20pct_land_value
122240527,developed,improvement_value_ge_20pct_land_value
122240528,developed,improvement_value_ge_20pct_land_value
122240529,developed,improvement_value_ge_20pct_land_value
122240530,developed,improvement_value_ge_20pct_land_value
122240531,developed,improvement_value_ge_20pct_land_value
122240532,developed,improvement_value_ge_20pct_land_value
122240533,developed,improvement_value_ge_20pct_land_value
122240534,developed,improvement_value_ge_20pct_land_value
122240535,developed,improvement_value_ge_20pct_land_value
122240536,developed,improvement_value_ge_20pct_land_value
122240537,developed,improvement_value_ge_20pct_land_value
122240538,developed,improvement_value_ge_20pct_land_value
122250085,developed,improvement_value_ge_20pct_land_value
122250086,developed,improvement_value_ge_20pct_land_value
122250087,developed,improvement_value_ge_20pct_land_value
122250088,developed,improvement_value_ge_20pct_land_value
122250089,developed,improvement_value_ge_20pct_land_value
122250090,developed,improvement_value_ge_20pct_land_value
122250091,developed,improvement_value_ge_20pct_land_value
122250092,developed,improvement_value_ge_20pct_land_value
122250093,developed,improvement_value_ge_20pct_land_value
122250094,developed,improvement_value_ge_20pct_land_value
122250095,developed,improvement_value_ge_20pct_land_value
122250096,developed,improvement_value_ge_20pct_land_value
122250097,developed,improvement_value_ge_20pct_land_value
122250098,developed,improvement_value_ge_20pct_land_value
122250099,developed,improvement_value_ge_20pct_land_value
122250100,developed,improvement_value_ge_20pct_land_value
122250101,developed,improvement_value_ge_20pct_land_value
122250102,developed,improvement_value_ge_20pct_land_value
122250103,developed,improvement_value_ge_20pct_land_value
122250104,developed,improvement_value_ge_20pct_land_value
122250119,developed,improvement_value_ge_20pct_land_value
122250120,developed,improvement_value_ge_20pct_land_value
122250121,developed,improvement_value_ge_20pct_land_value
122250122,developed,improvement_value_ge_20pct_land_value
122250123,developed,improvement_value_ge_20pct_land_value
